user_id,source,category
6450655ae8,other
b4ea53e670,other
0e37347152,other
96064ae9e0,other
e1bd168161,context
71bcf169b4,other
e0aee73c5d,other
1f8845e157,context
78d22c5c78,other
dd85040770,other
2301051b25,other
86835b81ac,context
90d9a575a2,other
1b75c4f23f,other
d94b908660,None
f697206af5,other
8a9a2de36e,other
dd3d43c266,context
f6401d302f,context
b18d58560b,email
ed79586589,other
1840e0b9d4,other,Продукты
b4afdc5ccc,other
470248aabf,other
948d9be43c,other
03592d16ac,other
8554e1a9f9,context
ceda3a4603,other
282d7418ae,context
6074c89112,context
60d796c3bd,other
cb9dd569e7,context
cc113dcb65,other
c0075c117c,other
8e3cd5cdcb,other
cddb2fc63e,other
73ce7c32ef,other
f1708b0dba,other
2ca3ddb1f8,other
3b8889be65,other
4d9e8e4506,other
9e7e01d962,email
da9fe887e0,other
892de9fb9c,context
37fe632faf,other
36e5386eab,other
86a94effc6,other
bf9d1ad797,other
c7d2c1423b,other
423bb91bd9,context
9d653ee784,context
e977795a7e,other
401a3ab75f,other
4111731cef,context
19019ca1fa,other
983bd13cab,other
fe653373f2,other
2abbac2d31,other
73e7ef925b,other
d09edf5601,context
a913944688,other
23ebe451aa,context
55a843d5ec,other
4ef5b2f5df,other
1ba32f4175,context
14c73d53c1,context
04d2e574e5,other
563649baca,context
8425f97879,other
ae35a7ee31,other
46ba5c1ed2,other
2db22b2d26,other
afe4346288,other
fe9328f2cc,other
c17571ba85,other
e3505d2025,context
7a84ac6499,context
be72c452ac,context
4e4f90fcfb,context,Электроника
66078e430a,other
4f352f9eed,other
a38a235471,other
5087ae3e47,context
188b23409c,other
c1a03154ba,other
3bbd519097,context
a9e40d48d8,email
562c05721b,other
f625b6856e,email
282c4ff5ac,context
52f1cd497a,other
554e8d80a0,other
cf16107d36,context
62afb48d01,other
afea8d72fc,other,Электроника
7971d6e2ff,other
13a54fb297,other
93cc83514a,other
5c1c7468f6,other
a558add052,context
66fd6fcb97,other
06bf009206,email
8208b48583,other
9c7dfe8360,context
68f2e3ab8b,other
ceebff6dde,other
6d3eb564c5,other
c7c3d9bfb5,context
3e8992cfac,other
272df43ad8,email
74cda77f4a,context
3bed094f3b,other
0dfa3f403c,other
b1d32a1d09,other
009704a1c4,context
88339e4886,context
74837bb185,other
3b06673ee2,other
97a79a6991,other
8829ab1cf2,other
aa80e492fa,other
ebbae94f32,other
64705cce3f,other
2824221f38,email,Продукты
0b60f4c26d,other
9b7476b271,other
fe9bab0fa3,other
373a6055fe,other,Бытовая техника
9b2ab046f3,other,Электроника
39db0fecc6,other
9f39d307c3,context,Электроника
afe3eaf7af,other
44edeffc91,context,Продукты
e0265e3b36,other
150aadab8f,other
2517844793,other
98ad0ba65d,other
b995e27824,other
a5a57eca83,context
7eb1d753f4,other
9365175a20,other
bb6572f338,other
b785a4f5ec,context
d8474831d4,other
175c93f264,context
ce8edd5e66,email
fb525c6833,email
5ad23f171e,context
625813e1b9,other
040ee046d5,other
71183ef4f8,other
b37b3b2791,other
4017d4c1e5,context
20ce605377,other
8282f73296,None
ef8297298f,context
5bab14c3fe,other
cd97da730e,other
b4e0c1c3e9,other
94a66871d0,other
651b07117c,other
66a425f7db,context
4cda96f9af,context
704474fa2d,other,Продукты
1a98e503e5,other
016e65965a,other
4e08b5971f,context
0a7a7849b5,other
ce2894d1d1,other
bf8c5dbc3c,other
4f89517c22,email
9eb92473c6,other
00c2504fd7,context
b72fb24c70,other
afc4ce7ead,other
cb16c8ac6a,other
1de31be403,other,Бытовая техника
3c75bc88be,context
a2d9d54c16,other
b93b581f5c,context
0939107448,context
aa8805108c,other
bd8c552a4c,other
c75890c1f3,other
4670d1411b,context
5da0dedf13,context,Досуг
6132d80a6f,other
8be5a8361b,context
b71f36a5e4,other,Продукты
c638a19ac7,other
ade008549c,email
547a6e8870,context
890ce28370,other
b4219dd508,context
4ef5e62ba3,other
d4642e9456,other
cc1708da4a,other
8feb608600,other
cc797fcafb,other
e71d4eb238,other
c109df543c,other
d6c2c2d1cb,other
8c44d24f7f,other
7c30e3d5bb,other
882218937a,other
79843a685a,context,Продукты
f2ca7d2bc2,other
9603ad0598,context
4e08cea079,context
2b4150a87f,context
f55deb12ed,other
b9bd777feb,other
ff007eabb0,other
fa317d2c5e,context
7bd3c97752,other
d086387e82,other
f55347dd95,other
a1aad51448,other
b536f2b021,context
90828909b6,email
d328b1d60a,other
d9df13d289,context
42a9cee9b2,other
9ce21f2533,email
6981078020,other
27f523ff65,other
4269e1e660,other
47b8ef096c,context
ff68cee0d6,context,Бытовая техника
d4161f74cc,other
345dd49356,other
e8447c40e2,email,Досуг
24c2fb2891,other
5187ed8542,context
11390d3f95,other
7015a94ca1,other
52c693e8cd,context
8f5b55322e,other
b9ef8fdf47,other,Продукты
95880d359e,other
4a171fd896,other
98d290be27,other,Электроника
9536763d70,other
cd97a5ea3d,context
5eda8e0833,other
cfa1477077,other
f72a54a519,other
b187b4b1bb,other
05b0f5cfa3,other
b5518213e5,other
22c58fe3f1,other
3fff459bda,other,Электроника
cc2aeb7404,other
56cd8373cc,other
bd6570d218,other
73b091561a,other
8ebe2a5a36,context
6fd68c8450,context
d79e2450d9,email
